NOM;ANNEE;FDis;FDiv;FEve;FRic;FGR-6;gr1;gr2;gr3;gr4;gr5;gr6;RaoQ;sing;nbsp;forag;diet;nest;migr;date;home;eggs;mass;AEGCAU;ALAARV;ALERUF;ANTTRI;CARCAN;CARCAR;CARCHL;CERBRA;CISJUN;COLPAL;COTCOT;CUCCAN;DENMAJ;DENMED;DENMIN;DRYMAR;EMBCIR;EMBCIT;ERIRUB;FRICOE;GARGLA;HIPPOL;JYNTOR;LANCOL;LULARB;LUSMEG;MERAPI;MILCAL;MOTALB;MOTFLA;MUSSTR;ORIORI;PARCAE;PARMAJ;PARPAL;PHACOL;PHYBON;PHYCOL;PICPIC;PICVIR;PRUMOD;PYRPYR;REGIGN;SAXTOR;SERSER;SITEUR;STRDEC;STRTUR;STUVUL;SYLATR;SYLBOR;SYLCOM;TROTRO;TURMER;TURPHI;TURVIS;UPUEPO
B729;1991;0.398642433080653;0.814150705463317;0.840568144914694;0.250531985256177;6;10;8;6;4;2;10;0.161080648340777;16;16;canopy;mixed;ground;short;lateapr;small;4.8875;54.755;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;2;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;2;4;0;2;0;2;0;0;0;0;0;0;1;2;0;0;2;7;2;0;0
B730;1991;0.374250745391287;0.753095137341894;0.858816446913703;0.0942442168475024;4;10;10;2;0;0;4;0.146882804214201;8;8;under;insect;ground;short;lateapr;small;5.42307692307692;32.9692307692308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;6;2;0;2;0
B731;1991;0.381889348585795;0.741171832460856;0.871183310682159;0.182963190371166;6;6;10;4;2;2;6;0.15066125247102;12;12;canopy;mixed;ground;short;lateapr;small;4.83333333333333;32.28;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;2;4;0;0
B732;1991;0.389753760809061;0.76629997224008;0.866302411129433;0.232673985963963;5;6;8;12;5;0;3;0.155134553190065;15;15;canopy;insect;ground;short;earlapr;small;5.33823529411765;37.8176470588235;0;2;0;4;2;0;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;1;0;2;0
B733;1991;0.402991347028243;0.778912888434812;0.895907723956917;0.238332734163747;6;6;10;4;6;4;2;0.168396371534551;14;14;canopy;insect;ground;short;lateapr;small;4.90625;63.56875;0;0;0;0;0;0;2;0;0;2;0;0;2;0;0;0;2;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;2;4;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;2;0;0
B734;1991;0.275568246824802;0.801756211527248;0.926217587503323;0.0448065023515772;4;4;2;4;2;0;0;0.0823021602995183;6;6;ground;insect;ground;resid;march;mid;4.5;30.3666666666667;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
B735;1991;0.38936151310522;0.853776626548773;0.921852766343117;0.244905264892159;5;0;2;7;2;3;2;0.157321935293923;9;9;under;insect;ground;long;lateapr;mid;5.34375;67.45;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0;2;0;0;0;0;1
B736;1991;0.39180437165024;0.723900244832351;0.911682396393919;0.221295417258795;5;6;6;12;0;2;4;0.157384425867796;13;13;under;insect;ground;long;lateapr;small;5.16666666666667;38.8933333333333;0;0;0;4;0;0;0;2;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;4;0;2;2;0;0;2;0
B737;1991;0.428524348786847;0.79353506337887;0.839617746720897;0.18228768177786;5;6;6;8;11;0;8;0.188095923261395;14;14;under;insect;shrub;resid;march;mid;5.20512820512821;120.220512820513;0;0;0;0;0;2;7;0;0;2;0;4;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;6;0;0;0
B738;1991;0.411230885944725;0.714389925652355;0.845875484877917;0.26740715921659;6;13;9;13;7;2;7;0.170793081777165;21;21;canopy;mixed;shrub;short;earlapr;small;4.73529411764706;58.4352941176471;0;0;0;0;0;2;3;0;0;0;0;2;0;0;0;0;4;2;0;3;0;0;0;0;2;2;0;0;0;0;0;5;2;1;0;0;2;0;2;2;0;0;0;2;0;0;0;2;3;4;0;2;0;3;0;1;0
B739;1991;0.381870646208381;0.799539213152377;0.870283515826106;0.194483969916757;6;8;15;2;5;2;4;0.154277202785265;15;15;canopy;mixed;ground;short;earlapr;small;5.23611111111111;45.0833333333333;0;0;0;0;0;0;1;2;0;0;0;2;0;0;0;0;0;2;2;5;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;4;0;0;2;2;2;0;0
B740;1991;0.358371403052299;0.721957935015181;0.888185751740976;0.190167165337378;4;6;10;4;0;0;6;0.132195419091917;12;12;canopy;mixed;ground;short;lateapr;mid;5.19230769230769;33.5923076923077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;2;2;0;0;0;0;0;0;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;2;0;0
B741;1991;0.365610003411818;0.772539625598608;0.892518717472951;0.200861854686935;5;8;4;10;0;2;4;0.143446922866058;13;13;canopy;insect;ground;long;may;small;5.60714285714286;32,00;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0
B742;1991;0.371500106338311;0.749149343136456;0.858778260619841;0.170187577154452;5;8;8;8;2;0;4;0.146824622004085;13;13;ground;insect;ground;short;lateapr;small;5.03333333333333;62.4;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;0;2;0
B743;1991;0.383842690462409;0.779114169375501;0.854262213481285;0.251647558278567;6;10;8;4;2;2;4;0.149850349623876;12;12;canopy;insect;shrub;short;lateapr;small;5.53333333333333;45.14;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;2;2;2;0;0;0;0;2;0;0;0;0;0;4;0;0;0;4;0;0;0
B744;1991;0.38889687794541;0.815879803955627;0.807890677613126;0.171927470681426;6;14;6;2;4;2;6;0.153235328121038;11;11;ground;mixed;shrub;short;earlapr;small;5.29411764705882;40.8882352941176;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;2;0;0;0;0;0;0;0;0;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;6;0;0;0
B745;1991;0.401629459190261;0.859759400541744;0.858579195972689;0.253356956448792;6;10;12;8;5;4;14;0.164598433719952;18;18;prober;mixed;ground;short;lateapr;mid;5.52830188679245;95.1245283018868;0;0;2;4;0;0;2;2;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0;0;0;2;2;0;2;2;4;1;0;0;0;0;0;0;0;0;0;4;6;0;0;4;8;0;0;0
B746;1991;0.385382346897533;0.820990738302926;0.901201942822492;0.22899577048833;6;8;4;2;6;4;8;0.150555350753339;13;13;under;insect;shrub;resid;earlapr;mid;5.375;48.2625;0;0;0;0;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0;0;2;2;0;2;0;0;4;2;0;0;2;4;0;0;0
B747;1991;0.41633659168529;0.788991237619548;0.821383756228299;0.105075044112969;5;12;6;6;4;0;8;0.176087035861027;10;10;under;insect;shrub;short;lateapr;small;5.11111111111111;45.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;2;2;6;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;4;0;0;4;8;0;0;0
B748;1991;0.374705718950658;0.810344294668013;0.855472786630057;0.192184346780898;5;10;14;10;6;0;4;0.145712638284168;13;13;under;insect;ground;short;lateapr;small;5.11363636363636;40.9227272727273;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;6;0;4;2;0;0;0;6;0;0;0;0;0;2;2;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;4;0;0;0
B749;1991;0.400442018678125;0.843243256828412;0.830293209755343;0.237093904962893;6;12;12;6;4;6;8;0.164022775267391;17;17;canopy;insect;tree;short;earlapr;small;5.6875;47.8958333333333;0;0;0;0;0;0;0;2;0;0;0;2;2;0;0;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;4;4;4;0;0;0;4;0;0;0;2;2;0;0;2;0;0;0;2;0;0;2;6;0;2;0
B750;1991;0.38550727838731;0.819567561193692;0.96484619801394;0.0500747954677587;4;2;2;2;4;0;0;0.15212765537855;5;5;ground;insect;shrub;resid;earlapr;mid;4.7;33.14;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
B751;1991;0.363878867353814;0.894737700550891;0.85942042810614;0.190368756129848;6;8;10;2;4;4;2;0.133924316366719;12;12;under;insect;cavity;short;earlapr;small;5.5;51.98;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;2;4;0;0;0;0;2;0;0;0;0;0;0;2;4;0;0;0;2;0;2;0;0;0;0;0;0;0;0;2;4;0;0;2;0;0;0;0
B752;1991;0.336315467388788;0.724507238902509;0.916834161699479;0.0607546331259859;3;0;8;4;0;0;4;0.117942650629426;8;8;canopy;mixed;ground;short;lateapr;mid;4.6875;40.6;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;2;0
B753;1991;0.404487324670015;0.745206907643621;0.893523589266845;0.271247415063526;6;6;4;11;7;2;4;0.165496310345526;17;17;ground;mixed;shrub;short;earlapr;mid;5.10294117647059;63.2352941176471;0;0;0;2;2;0;2;0;0;0;0;2;0;0;0;0;4;0;0;2;1;0;0;2;0;2;0;0;0;0;0;0;2;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0
B754;1991;0.409344370024975;0.789611852873367;0.87587909743706;0.194434346028397;5;4;10;10;6;0;5;0.174113410417776;16;16;under;insect;ground;short;lateapr;small;5.52857142857143;119.577142857143;0;2;0;2;0;0;2;0;0;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0;0;2;4;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;2;0
B755;1991;0.382544099235356;0.81067644218093;0.86248584724068;0.227778911573067;6;12;14;4;4;2;6;0.150844585544315;15;15;under;mixed;ground;short;lateapr;small;5.16666666666667;42.4857142857143;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;4;4;0;2;0;0;0;2;0;0;0;0;0;0;0;2;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;6;0;2;2;4;0;2;0
B756;1991;0.333871258129688;0.782593291779975;0.694685309570055;0.194506624271623;5;6;24;5;2;0;4;0.123947691123273;11;11;under;mixed;ground;short;lateapr;small;5.46341463414634;35.9756097560976;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;8;0;2;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;8;2;0;2;4;0;0;0
B757;1991;0.40794482621439;0.744561467138133;0.872742686624999;0.247663507343403;6;10;6;4;4;2;6;0.17040565981459;14;14;ground;mixed;ground;short;lateapr;small;5.03125;79.99375;0;0;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;4;2;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;0;2;0;4;2;0;0
B758;1991;0.40124274000842;0.856100616221232;0.822570016421747;0.221834811362886;6;12;12;2;4;4;8;0.16452716083916;13;13;canopy;mixed;ground;short;lateapr;small;5.04761904761905;67.9857142857143;0;0;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;2;4;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;6;0;0;4;4;4;0;0
B759;1991;0.385085472246389;0.821090760210859;0.91013797481036;0.235932872370507;6;6;6;4;4;4;1;0.152404562808115;12;12;under;insect;ground;resid;lateapr;small;5.3;55,00;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0;2;0;0;0;2;0;0;0;0;1;4;0;2;0;0;0;0;0
B760;1991;0.384330860469044;0.826335536375869;0.889354266150902;0.177701726797952;5;6;6;8;7;4;0;0.149004614833891;11;11;under;insect;cavity;resid;earlapr;small;5.04838709677419;56.7483870967742;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;4;0;0;2;0;0;2;0;4;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
B761;1991;0.368216101730574;0.784117646036726;0.87967552744819;0.143858604112498;5;8;8;4;2;0;6;0.139733795870665;10;10;under;mixed;shrub;short;lateapr;small;5.10714285714286;34.6571428571429;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;6;0;0;2;4;0;0;0
B762;1991;0.414402978698338;0.798309792912781;0.922741649102432;0.135149001281984;6;3;2;4;4;2;1;0.177098389910466;9;9;ground;mixed;ground;resid;earlapr;mid;5.78125;73.0625;0;0;1;0;0;0;2;2;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
B763;1991;0.381677795588042;0.823812228192022;0.894430848077867;0.146010168411109;6;8;10;6;4;2;2;0.152315842827883;12;12;canopy;insect;ground;resid;earlapr;small;5.59375;34.05625;0;2;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;2;0;0;0
B764;1991;0.385865279292006;0.79733868058741;0.894127249355936;0.201982337980948;5;8;6;8;8;0;2;0.150864549717149;13;13;under;insect;shrub;resid;earlapr;small;5,00;46.5125;0;2;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;2;0;4;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;0;2;2;2;0;0;0
B765;1991;0.403194146115361;0.843015927548291;0.836166305701359;0.219238677927864;6;4;10;4;5;4;6;0.164950520590715;11;11;under;mixed;shrub;short;lateapr;small;4.86363636363636;66.5272727272727;0;2;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;2;0;4;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;6;0;0;0;6;0;0;0
B766;1991;0.370739802579205;0.74515289958983;0.83249069044013;0.162851856950454;5;8;8;10;4;0;1;0.144123574230542;12;12;canopy;insect;ground;short;lateapr;small;4.96774193548387;51.4258064516129;0;0;0;4;2;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0;0;0;0;2;2;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0
B767;1991;0.375527097075566;0.742880206111844;0.88070183858305;0.191913758217674;5;14;8;6;10;0;4;0.144002641920238;14;14;ground;mixed;ground;resid;may;small;4.80952380952381;36.9142857142857;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;2;4;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;2;2;2;0;0;0;0;0;4;0;0;0;0;4;0;0;2;4;0;0;0
B768;1991;0.357199232677112;0.781995285048614;0.823616846172693;0.240996598630264;5;16;12;8;0;6;6;0.135307297078103;15;15;canopy;insect;ground;short;lateapr;small;5.4375;26.0375;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;2;0;2;0;0;0;0;2;2;0;0;0;0;0;0;4;4;0;0;6;6;0;0;0;0;0;0;0;2;0;0;0;4;0;0;4;2;4;0;0
B769;1991;0.395494604812162;0.78141728274264;0.857141678196062;0.241004752922044;6;10;8;4;2;4;12;0.160956306396652;15;15;prober;mixed;ground;short;march;mid;4.7;47.205;2;0;0;2;0;0;0;2;0;0;0;0;2;0;0;0;2;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;2;2;0;0;0;0;0;0;0;0;0;2;0;2;0;0;2;6;6;0;0
B770;1991;0.378731267225046;0.830730296226649;0.823462136690431;0.189881229076402;6;10;17;2;2;2;8;0.150698038435653;12;12;canopy;mixed;shrub;short;lateapr;small;5.21951219512195;38.4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;2;4;0;0;0;0;0;0;0;2;0;2;0;4;0;0;4;8;0;0;0
B771;1991;0.381174816093542;0.794787449210048;0.807958871861797;0.176909555157385;4;16;14;8;0;0;12;0.150002543403183;15;15;under;mixed;shrub;short;lateapr;small;5.32;38.968;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;2;2;0;0;0;0;0;2;0;0;0;0;0;0;2;6;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;8;0;2;2;8;4;0;0
B772;1991;0.387022743932916;0.807601851912678;0.851473559145546;0.21938331169006;6;6;12;4;4;5;5;0.153750958469787;13;13;under;mixed;tree;short;earlapr;small;4.72222222222222;50.1944444444444;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;2;2;2;4;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;3;2;0;0
B773;1991;0.37525750620337;0.814413547533632;0.78837209718411;0.151079234724711;5;15;10;2;3;0;5;0.145848104684509;13;13;ground;mixed;ground;short;lateapr;small;5,00;52.1571428571429;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;2;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;5;0;0;0
B774;1991;0.372285405334908;0.808435524525889;0.871906569677071;0.22322158754826;5;5;9;4;0;7;4;0.14046368839245;14;14;prober;insect;cavity;short;lateapr;small;5.10344827586207;44.8;0;1;0;2;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;2;6;0;0;2;2;0;0;2
B775;1991;0.392515786753713;0.874804705619575;0.797100756746385;0.257105794406136;6;11;10;2;5;2;8;0.157293516554237;15;15;prober;insect;shrub;resid;earlapr;small;5.60526315789474;98.0684210526316;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;4;0;2;0;4;2;2;0;0;0;1;0;0;0;0;1;4;0;2;4;5;0;0;0
B776;1991;0.366417776451202;0.676617207433807;0.769193513805028;0.106772515235515;5;6;4;6;2;0;3;0.140610528455739;9;9;ground;insect;ground;short;lateapr;small;4.30952380952381;62.2571428571429;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
B777;1991;0.358523498842511;0.66646517137378;0.832249691431847;0.155822338222343;6;10;8;2;2;2;3;0.138821649901996;9;9;ground;insect;ground;short;may;small;4.96296296296296;31.7185185185185;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;4;0;0;0;0;0;0;0;0;0;2;0;4;0;0;6;3;0;0;0
B778;1991;0.400007068514517;0.86839395172942;0.850530640151089;0.161969563747818;5;8;10;4;0;4;9;0.164810644372651;13;13;canopy;insect;ground;short;earlapr;small;5.5;82.0514285714286;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;3;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;5;2;0;0
B779;1991;0.391769068296522;0.832256674531698;0.861992239240426;0.223494834363076;6;8;14;5;7;3;5;0.159023649471266;18;18;canopy;mixed;tree;short;earlapr;small;4.54761904761905;66.4095238095238;0;2;0;0;0;0;1;2;0;2;0;0;1;0;0;0;0;2;2;4;2;0;0;0;2;0;0;0;0;0;0;5;2;2;0;0;0;2;0;0;0;0;0;0;2;0;0;0;1;4;0;0;0;4;0;0;0
B780;1991;0.385416641735996;0.77742451679335;0.846843182473088;0.211691780948788;6;1;12;10;2;2;4;0.153481074205212;13;13;under;mixed;ground;short;lateapr;mid;5.01612903225806;51.0774193548387;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;1;4;2;0;0;0;2;0;2;0;0;0;0;0;2;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0
C1;2001;0.400508084842924;0.801813378510737;0.839826874189088;0.226523174768427;6;14;10;14;7;4;4;0.164141035706306;20;20;ground;insect;ground;resid;lateapr;small;4.50188679245283;72.4905660377358;0;2;2;2;0;2;0;0;2;0;0;0;0;0;0;0;2;4;0;2;0;0;0;0;2;8;0;2;0;0;0;4;0;0;0;0;0;0;1;2;0;0;0;2;0;0;2;2;0;4;0;0;0;4;0;0;2
C2;2001;0.394575150469083;0.802526642703555;0.802777291166171;0.182112733401664;5;12;14;2;8;0;8;0.160522042321838;13;13;ground;mixed;ground;short;earlapr;small;4.77272727272727;51.9045454545455;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;4;0;2;6;0;0;8;4;2;0;0
C3;2001;0.398937940933537;0.750316076547698;0.824738673482615;0.171289575095433;6;10;12;2;6;2;8;0.164372583197507;13;13;ground;mixed;tree;short;lateapr;small;5.05;83.56;0;0;0;0;0;0;0;2;0;4;0;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;2;0;0;0;0;4;0;0;6;2;4;2;0
C4;2001;0.401979643313789;0.775759092813284;0.891560044507327;0.22412110480756;6;4;12;12;11;2;5;0.164930651017727;22;22;ground;insect;ground;short;lateapr;small;4.47826086956522;63.2521739130435;0;2;0;2;0;0;2;2;0;2;0;0;0;0;0;0;0;2;2;2;1;0;2;0;0;2;0;2;2;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;0;0;2;2;1;4;0;2;0;2;0;0;0
C5;2001;0.386405176551888;0.741098553229933;0.822378535874481;0.18675021746891;5;15;6;14;6;0;7;0.155552134504084;19;19;ground;insect;ground;short;may;small;4.47916666666667;60.2208333333333;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0;0;2;7;0;0;0;6;0;0;0;2;0;0;0;0;0;0;2;0;0;0;2;2;0;0;0;0;0;2;2;0;0;2;1;2;0;2;2;4;0;2;0
C6;2001;0.401522623031269;0.819886258939106;0.789458986713437;0.256680357018582;6;8;10;10;3;12;9;0.164365520364722;21;21;canopy;insect;cavity;short;earlapr;small;4.98076923076923;62.0923076923077;2;0;0;0;0;0;0;6;0;2;0;0;2;0;0;0;0;0;4;2;1;2;0;0;2;0;0;0;0;0;0;2;2;2;0;0;6;2;0;2;0;0;0;0;0;2;0;0;1;2;0;0;0;4;2;2;0
C7;2001;0.356688291947631;0.688247534943822;0.900478524906683;0.19315134770282;5;6;6;19;0;2;2;0.133758414600033;13;13;under;insect;ground;long;june;small;4.68571428571429;38.16;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;4;0;0;4;4;0;0;0;0;0;4;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;0;2
C8;2001;0.401306470694289;0.832329916434965;0.849609998185672;0.193392238349127;6;12;16;4;6;2;6;0.166819525971606;15;15;canopy;mixed;tree;short;earlapr;small;5.26086956521739;67.695652173913;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;0;4;4;2;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;2;0;0;0;0;4;0;0;0;2;0;0;6;0;0;4;4;2;0;0
C9;2001;0.39289518545472;0.804403716881459;0.822103697131325;0.201602234560998;5;12;18;0;6;4;10;0.159617994755371;14;14;canopy;mixed;tree;short;lateapr;small;5.16;77.776;0;0;0;0;0;2;0;0;0;4;0;0;2;0;0;0;0;0;6;4;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;6;0;0;2;0;0;0;4;0;0;4;6;4;0;0
C10;2001;0.410326324038459;0.80325972249047;0.84163407248506;0.190883676164746;6;10;14;2;6;2;4;0.174384167199045;12;12;canopy;insect;ground;short;lateapr;small;5.28947368421053;84.8473684210526;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;4;0;0;2;0;2;0;4;0;0;4;0;4;0;0
C11;2001;0.407784391113592;0.766484230981542;0.797162717631177;0.191370212401323;6;12;12;2;6;2;6;0.1716507144798;14;14;canopy;insect;tree;short;lateapr;small;5.425;61.055;0;0;0;0;0;0;2;0;0;2;0;2;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;4;0;0;2;0;2;0;4;0;0;6;2;4;0;0
C12;2001;0.39254770257924;0.740175376977751;0.818177316461692;0.252978597120029;6;6;16;4;10;2;5;0.160973237736449;17;17;under;mixed;shrub;short;lateapr;small;4.3953488372093;72.1581395348837;0;0;0;0;0;2;2;0;0;2;0;0;2;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;8;0;0;2;3;2;0;0
