NOM;ANNEE;FDis;FDiv;FEve;FRic;FGR-6;gr1;gr2;gr3;gr4;gr5;gr6;RaoQ;sing;nbsp;forag;diet;nest;migr;date;home;eggs;mass;AEGCAU;ALAARV;ALERUF;ANTTRI;CARCAN;CARCAR;CARCHL;CERBRA;CISJUN;COLPAL;COTCOT;CUCCAN;DENMAJ;DENMED;DENMIN;DRYMAR;EMBCIR;EMBCIT;ERIRUB;FRICOE;GARGLA;HIPPOL;JYNTOR;LANCOL;LULARB;LUSMEG;MERAPI;MILCAL;MOTALB;MOTFLA;MUSSTR;ORIORI;PARCAE;PARMAJ;PARPAL;PHACOL;PHYBON;PHYCOL;PICPIC;PICVIR;PRUMOD;PYRPYR;REGIGN;SAXTOR;SERSER;SITEUR;STRDEC;STRTUR;STUVUL;SYLATR;SYLBOR;SYLCOM;TROTRO;TURMER;TURPHI;TURVIS;UPUEPO
A411;1981;0.397448650848648;0.808897026470583;0.849839195679619;0.255147387191571;6;10;12;12;2;4;8;0.161216722459589;15;15;under;mixed;shrub;short;earlapr;small;5.41666666666667;52.9875;0;0;0;2;0;0;0;2;0;0;0;4;0;0;0;0;0;4;0;4;2;0;0;0;0;2;0;0;2;0;0;0;4;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;8;0;2;0;6;0;0;0
A412;1981;0.381882228091629;0.782134784790762;0.762549506119571;0.260916283435847;5;16;8;4;0;2;17;0.151442548883318;12;12;prober;mixed;shrub;short;earlapr;small;5.12765957446809;56.6553191489362;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;4;0;2;0;2;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;6;0;0;0;9;4;0;0
A413;1981;0.387436836860376;0.784696635355152;0.927341577565725;0.211304369480449;5;10;4;10;8;0;2;0.15261246332223;16;16;ground;insect;ground;resid;earlapr;small;4.85294117647059;50.7294117647059;0;2;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;2;2;0;2;0;0;0;2;2;2;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;2;0;4;0;2;0;0;0
A414;1981;0.342801702460555;0.803110577191;0.867298005770476;0.082308064191185;4;4;6;8;3;0;0;0.118487602826275;9;9;ground;insect;ground;short;earlapr;small;4.35714285714286;23.1190476190476;0;4;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0;0;0
A415;1981;0.381359367653359;0.787507854002785;0.827210305393918;0.165523863102944;5;20;6;12;12;0;6;0.149302091428688;18;18;ground;insect;ground;resid;may;small;5.125;36.125;0;0;0;2;4;0;4;0;0;0;2;2;0;0;0;0;4;4;0;0;0;0;0;0;2;4;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;6;0;2;4;6;0;0;0
A416;1981;0.321593921990815;0.708907208970636;0.788103797430885;0.104703679498928;4;10;12;2;0;0;1;0.108680714648762;10;10;ground;mixed;ground;short;lateapr;small;4.84;22.432;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;0;4;1;0;0;0
A417;1981;0.408970631931013;0.811070840732335;0.856750663738205;0.237733280006629;6;10;4;2;6;4;8;0.169162156314241;13;13;under;mixed;tree;resid;earlapr;mid;5.58823529411765;55.3882352941176;0;0;0;0;0;0;2;2;0;0;0;2;0;0;2;0;2;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;6;0;0
A418;1981;0.371570067413366;0.756518949300368;0.785486788762483;0.205090024305447;6;4;18;8;8;2;8;0.14449025869027;14;14;under;mixed;ground;short;lateapr;small;4.75;36.3666666666667;0;0;0;4;2;0;2;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;2;0;2;0;0;2;0;8;0;0;0;6;2;0;2
A419;1981;0.377149198636201;0.837712822870484;0.809152033643569;0.158076172835247;4;8;10;4;0;8;0;0.148238892507121;11;11;canopy;insect;ground;resid;earlapr;small;5.63333333333333;29.08;0;0;0;0;0;0;0;6;0;0;0;2;2;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0
A420;1981;0.37638815762091;0.735749682452396;0.768950156255647;0.251286413458727;5;12;15;4;0;2;10;0.149535688247217;15;15;under;mixed;shrub;short;lateapr;small;5.52325581395349;40.4255813953488;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;2;0;0;0;0;2;0;0;0;0;0;0;9;2;0;2;6;2;2;0
A421;1981;0.312791637575629;0.760791047849444;0.799474658403394;0.107793248485313;4;7;16;0;2;0;1;0.106518432465026;8;8;canopy;mixed;ground;short;lateapr;small;5.19230769230769;32.7038461538462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;6;0;0;4;1;0;0;0
A422;1981;0.380810672720429;0.803897385904179;0.810867341487378;0.195653970601128;6;12;8;4;2;2;7;0.148011750364059;13;13;ground;mixed;ground;short;lateapr;small;5,00;42.1485714285714;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;2;0;0;2;0;0;0;0;0;0;4;0;0;4;5;2;0;0
A423;1981;0.400992247255503;0.846511919637931;0.837646316114217;0.228606803009223;6;12;13;6;4;2;8;0.164126390883078;15;15;canopy;insect;ground;short;lateapr;small;5.86666666666667;53.6088888888889;0;0;0;2;0;1;2;0;0;0;0;4;0;0;0;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;4;0;0;4;6;2;0;0
A424;1981;0.387873353536385;0.864981596829661;0.806988794609276;0.194548525079406;5;12;16;0;4;2;8;0.157557894163864;13;13;under;mixed;shrub;short;lateapr;small;5.35714285714286;43.3190476190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;4;0;0;2;0;2;0;6;0;0;4;6;2;0;0
A425;1981;0.370591125128397;0.726850486147495;0.877673451549702;0.152689465150046;4;8;6;0;6;0;3;0.139515914812017;11;11;under;mixed;ground;resid;earlapr;small;5.19565217391304;44.104347826087;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;2;0;0;0
A426;1981;0.334492835776167;0.816195326416768;0.858774042895226;0.18361527532427;5;10;16;2;2;2;0;0.117259983115113;11;11;canopy;insect;ground;short;earlapr;small;5.78125;23.7125;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;4;2;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;4;0;2;2;0;0;0;0
A427;1981;0.381665735471773;0.755787855868345;0.833966475766185;0.167260553367407;5;16;10;12;4;0;6;0.15092463040691;17;17;ground;mixed;ground;short;may;small;5.16666666666667;42.6583333333333;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;4;4;0;0;2;0;0;0;0;0;2;0;0;0;0;2;2;0;0;2;0;0;0;0;0;0;2;0;0;0;2;0;4;0;4;4;6;0;0;0
A428;1981;0.372575367471998;0.772481125524883;0.794334652446328;0.0632892191101772;5;8;4;4;3;0;6;0.142128894648858;11;11;ground;mixed;ground;resid;lateapr;mid;5,00;108.008;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;2;0;0;0;0;0;2;0;0;2;4;0;0;0
A429;1981;0.372519957505107;0.776375270880561;0.870025128128991;0.188609812573474;5;10;4;2;6;0;6;0.142136550890674;10;10;ground;mixed;shrub;short;may;small;4.71428571428571;33.0928571428571;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;2;0;2;6;4;0;0;0
A430;1981;0.363616612981653;0.769685918659453;0.880477121788736;0.067593746660505;5;4;6;2;6;0;2;0.135827127249554;8;8;under;seeds;shrub;short;lateapr;small;4.85;26.3;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;4;2;0;0;0
A431;1981;0.356879746997745;0.717926180883652;0.789951648393646;0.210917424803069;5;10;4;12;4;2;0;0.132375639135503;12;12;ground;insect;ground;long;lateapr;small;4.84375;37.0125;0;2;0;4;0;0;2;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;2
A432;1981;0.391103441985517;0.782692165021524;0.83611280242755;0.223213558766502;5;6;14;8;8;4;0;0.157293686245868;15;15;ground;mixed;ground;long;lateapr;small;4.7;48.355;0;4;0;2;0;0;0;2;0;0;0;2;0;0;0;0;2;2;4;0;2;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;4;0;4;0;0;0;0;2
A433;1981;0.373776984075929;0.826449229520501;0.793116588099384;0.21548286239414;5;10;10;4;0;2;5;0.145251848197971;12;12;ground;mixed;ground;short;lateapr;small;4.93548387096774;51.0709677419355;0;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0;4;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;4;0;2;0;5;0;0;0
A434;1981;0.399348291813498;0.671854049208524;0.799380319940405;0.257196782302086;6;16;2;16;6;2;2;0.164591688266424;17;17;ground;insect;ground;long;lateapr;small;4.90909090909091;72.4;0;0;0;4;0;0;0;0;0;2;0;2;0;0;0;0;2;4;0;0;2;0;0;0;4;4;0;0;0;0;0;2;4;2;0;0;2;0;0;2;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;0
A435;1981;0.380766823310018;0.80661868672632;0.809429658608099;0.196342038054063;5;12;10;2;0;4;4;0.152185136653993;13;13;ground;mixed;ground;short;may;small;5.21875;78.675;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;4;2;0;0;2
A436;1981;0.402796831097938;0.873554860976098;0.888690247440202;0.184083562194931;6;4;8;6;4;2;4;0.166255682548401;12;12;under;insect;ground;short;lateapr;small;5.21428571428571;49.4928571428571;0;0;0;0;2;0;0;2;0;0;0;2;0;0;0;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;4;0;0;0
A437;1981;0.387706095615368;0.735194320863987;0.819039964834041;0.168412426412808;5;8;14;10;4;0;10;0.158059305228448;13;13;under;mixed;ground;short;lateapr;small;5.21739130434783;87.9739130434783;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;2;0;0;2;0;0;0;6;0;0;0;0;0;0;4;0;0;2;0;4;2;0;0;0;0;0;0;0;0;2;0;6;0;0;0;8;0;0;0
A438;1981;0.375195671727348;0.789548660052237;0.835832229464968;0.118168946742306;5;10;19;4;6;0;6;0.147686918395636;16;16;ground;mixed;shrub;short;lateapr;small;4.72222222222222;39.0911111111111;0;2;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;2;2;4;0;0;0;0;0;0;0;2;0;0;0;2;2;2;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0;9;0;0;2;6;0;0;0
A439;1981;0.410867466553831;0.869945203855804;0.804892133139532;0.211979784006062;5;10;4;6;0;2;8;0.171846713774852;11;11;canopy;mixed;shrub;short;earlapr;small;5.13333333333333;48.5933333333333;0;0;0;0;0;2;0;2;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;6;0;0;0
A440;1981;0.393103357653308;0.804116815662014;0.883727999979413;0.199675571286215;6;8;3;4;6;2;6;0.155244626245669;13;13;ground;mixed;cavity;resid;earlapr;mid;5.22413793103448;62.4793103448276;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;3;0;0;2;4;0;0;0
A441;1981;0.386449715147756;0.850383327525776;0.842668703864415;0.158794674693258;5;14;6;5;7;0;5;0.151084233190248;14;14;under;mixed;shrub;resid;earlapr;small;5.41891891891892;53.5081081081081;2;2;0;2;0;0;2;0;0;0;0;0;0;0;0;0;2;2;0;0;3;0;0;0;0;3;0;0;0;0;0;0;4;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;4;0;0;0;4;0;0;0
A442;1981;0.386569160331239;0.840789938490618;0.770993305567314;0.158942052652293;5;12;12;6;6;0;6;0.154858016201526;13;13;under;mixed;ground;short;lateapr;small;5.26190476190476;38.9714285714286;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;6;0;2;0;0;0;0;4;0;0;0;0;0;2;6;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;2;6;0;0;0
A443;1981;0.359165820440293;0.720195395036358;0.767015007866096;0.134756698483748;5;12;10;4;2;0;8;0.134993203581219;10;10;under;mixed;shrub;short;lateapr;small;4.80555555555556;48.2277777777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;6;0;2;0;8;0;0;0
A444;1981;0.400836895790641;0.785288472261239;0.812809529538356;0.136301976455374;5;10;4;4;6;0;6;0.164259382508861;10;10;under;insect;shrub;resid;earlapr;small;5.4;42.5266666666667;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;4;0;2;2;6;0;0;0
A445;1981;0.388719172068446;0.750333642521972;0.844166604589365;0.257729460616576;6;16;12;12;10;2;4;0.153683114517378;21;21;under;insect;ground;resid;lateapr;small;4.89285714285714;46.5607142857143;0;0;0;0;2;2;2;0;0;0;0;2;0;0;0;0;2;6;2;2;4;2;0;0;2;6;0;2;0;0;0;0;2;2;0;0;0;2;0;2;0;0;0;2;0;0;0;0;0;4;0;2;0;4;0;0;0
A446;1981;0.383282630635911;0.769289440874726;0.844031573482694;0.164259081782656;5;6;11;6;4;0;10;0.153151972487446;12;12;prober;mixed;shrub;short;earlapr;mid;5.45945945945946;54.4648648648649;0;0;0;0;2;5;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;4;0;0;2;6;0;0;0
A447;1981;0.392332278000135;0.777959833141309;0.82620166387564;0.216709774219256;6;14;8;12;2;2;2;0.155968405407281;15;15;under;insect;ground;resid;lateapr;small;5.75;44.39;2;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;2;2;0;2;0;0;0;0;4;0;0;0;0;0;2;4;2;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;6;0;0;2;2;0;0;0
A448;1981;0.387182996734327;0.847794942365106;0.809512765950418;0.214043144022011;5;8;10;0;2;4;4;0.151929289324064;11;11;under;mixed;cavity;short;earlapr;small;5.57142857142857;40.8714285714286;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;2;0;0
A449;1981;0.388495386983861;0.784369239558464;0.785873966356;0.177530108705948;5;14;14;12;7;0;2;0.155476558718564;17;17;under;insect;shrub;short;lateapr;small;5,00;49.6040816326531;0;0;0;2;2;0;2;0;0;2;0;0;0;0;0;0;0;4;2;2;0;0;0;0;0;2;0;0;0;0;0;4;4;4;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;8;0;4;2;2;0;0;0
A450;1981;0.390718725956637;0.688191465176999;0.87121295468499;0.175720633486123;6;12;6;20;4;2;6;0.1569481855695;17;17;ground;insect;ground;long;may;small;4.92;37.28;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;4;0;2;0;2;2;2;0;4;0;4;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;0;2;4;4;0;0;0
A451;1981;0.378619820454726;0.813507625298117;0.880748277232841;0.114698982662966;5;2;8;4;2;2;0;0.151847476119155;8;8;ground;mixed;ground;short;lateapr;small;4.44444444444444;36.1444444444444;0;4;0;2;0;0;2;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
A452;1981;0.393037081258523;0.730219250461464;0.845522999319694;0.214620090437743;6;6;10;6;7;2;4;0.158977476555439;15;15;ground;mixed;shrub;short;lateapr;small;4.51428571428571;39.1;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;2;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;0;0;0;0;0;0;2;0;0;4;1;4;0;0;2;3;0;0;0
A453;1981;0.401807840004968;0.775586511719036;0.794678951014916;0.212316270654019;5;12;6;11;3;0;6;0.163495422246001;14;14;canopy;insect;ground;short;earlapr;small;5.55263157894737;39.7684210526316;0;0;0;4;2;0;0;0;0;0;0;2;0;0;0;0;2;2;2;0;1;0;0;0;0;0;0;0;0;0;0;1;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;2;0;0
A454;1981;0.378124169037012;0.829541750063189;0.767478258921361;0.216717928511036;6;18;4;6;2;6;4;0.152003605928105;11;11;canopy;insect;cavity;resid;earlapr;small;6.1;50.2;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;2;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;6;4;0;0;0
A455;1981;0.397219952066907;0.830859951011521;0.850133015132828;0.225984758629103;6;4;14;6;4;2;7;0.164902433760403;14;14;under;mixed;shrub;short;lateapr;small;5.44594594594595;55.9027027027027;0;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;6;2;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;1;4;0;2;0;4;2;0;0
A456;1981;0.327607202884469;0.717710963931411;0.873317323374857;0.132705579926003;4;2;16;6;0;0;6;0.119190139198608;9;9;under;mixed;ground;short;lateapr;small;5.3;41.2333333333333;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;4;0;2;0
A457;1981;0.390568804533316;0.805922428073902;0.817808681633305;0.179227280904122;5;14;13;6;2;0;8;0.156520622719685;14;14;canopy;mixed;ground;short;lateapr;small;5.73255813953488;42.6627906976744;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;2;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;5;0;0;2;6;2;0;0
A458;1981;0.392873142769926;0.763739023707937;0.872859089092014;0.187480984553473;6;12;6;8;6;2;6;0.157118710671556;16;16;ground;insect;shrub;resid;lateapr;small;4.775;40.67;2;2;0;2;2;0;2;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;2;2;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;6;0;0;2
A459;1981;0.363114791483117;0.742808903684158;0.776415369636029;0.129335311672595;4;16;15;2;0;0;10;0.136457759884709;12;12;under;mixed;shrub;short;lateapr;small;5.31395348837209;33.3744186046512;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;4;2;0;0;0;2;0;0;0;0;2;4;0;0;0;0;0;9;0;0;4;6;4;0;0
A460;1981;0.410409956846801;0.778466335769789;0.854572134786137;0.28970793028175;6;12;8;12;4;4;10;0.172856975547215;22;22;ground;insect;ground;short;may;small;5.26;83.736;0;0;0;2;0;2;0;0;0;0;0;2;0;0;0;0;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;2;2;2;0;2;4;2;0;2;0;0;0;0;2;0;0;2;2;2;0;2;4;4;0;2;2
A461;1981;0.370322751711673;0.744724061655;0.73962711097404;0.0880532439167958;5;14;14;2;2;0;8;0.143834804140382;12;12;ground;mixed;ground;short;lateapr;small;5,00;38.575;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;6;0;0;2;6;2;0;0
A462;1981;0.354496480040003;0.733537179921602;0.873925582126225;0.129777505490958;5;8;8;6;4;0;4;0.129607439227282;11;11;ground;mixed;ground;short;lateapr;mid;4.7;29.1866666666667;0;2;0;4;4;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;2;2;0;0
A463;1981;0.405427403845056;0.822116619341328;0.814366838485633;0.243124331726864;6;8;6;10;4;2;10;0.168206861390733;15;15;under;mixed;ground;short;lateapr;small;5.2;90.975;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;0;2;0;0;0;2;4;0;2;2;6;0;0;2
A464;1981;0.369690215185851;0.810396400077898;0.754906445059825;0.11604046786194;4;14;5;10;4;0;0;0.13774172624306;10;10;under;insect;ground;resid;lateapr;small;5.5;28.0272727272727;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;8;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;2;0;0;0;0
A465;1981;0.34635131709793;0.690687369354897;0.822090716867281;0.0769345576449128;5;2;2;2;1;0;5;0.123798859716521;6;6;prober;mixed;shrub;short;march;mid;4.16666666666667;52.0083333333333;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;4;0;0;0
A466;1981;0.391080792093714;0.811453844804126;0.78455554898108;0.233905149303149;6;16;7;6;2;4;6;0.156807333420772;12;12;ground;insect;ground;resid;may;small;5.19512195121951;53.6390243902439;0;2;0;2;0;1;2;0;0;0;0;2;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;2;4;6;0;0;0
A467;1981;0.395779194793047;0.830452332816637;0.771504695668774;0.274216419453193;6;12;11;10;2;4;12;0.159388491888622;16;16;prober;mixed;ground;short;lateapr;small;5.2156862745098;54.7803921568627;0;2;0;2;0;1;2;0;0;0;0;2;0;0;0;0;4;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;2;6;0;0;2;0;0;4;0;0;0;0;0;0;0;0;2;6;0;0;0;8;2;0;0
A468;1981;0.384255746255559;0.822177333643208;0.820872431629417;0.233780086844497;6;14;6;6;4;4;2;0.153051077786181;15;15;ground;insect;ground;resid;may;small;4.55555555555556;49.3555555555556;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;4;2;0;2;0;0;0;0;2;0;0;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;2;0;4;0;2;4;2;0;0;0
A469;1981;0.377490467556719;0.706752561265702;0.883536112619697;0.188357710291668;5;4;6;4;8;0;4;0.145607611367544;10;10;ground;mixed;shrub;short;may;small;4.61538461538462;52.7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;4;0;2;0;4;0;0;0
A470;1981;0.389019627258049;0.794420753411028;0.885405191594602;0.242209983299149;6;4;6;6;6;2;2;0.154130046296147;11;11;under;mixed;shrub;resid;lateapr;small;4.30769230769231;78.2461538461538;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;2;0;6;0;2;0;2;0;0;0
A471;1981;0.387927850244418;0.780868215027779;0.792210380387188;0.197324190140566;6;8;10;4;2;2;6;0.155282542592478;14;14;under;mixed;shrub;short;lateapr;small;4.625;47.28125;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;2;4;2;0;0
A472;1981;0.413644330386375;0.837099217416885;0.760963387758501;0.188141444832927;6;10;8;12;2;2;8;0.172904176915138;15;15;canopy;insect;ground;short;lateapr;small;5.14285714285714;49.5857142857143;0;0;0;4;0;2;0;2;0;0;0;2;0;0;0;0;2;2;2;0;2;0;0;0;0;2;0;0;0;0;0;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;6;2;0;0
A473;1981;0.397242121750842;0.698433804096346;0.865197525991834;0.255345904623089;6;12;8;12;4;2;5;0.160179879254053;18;18;ground;insect;shrub;short;lateapr;small;5.34883720930233;40.2093023255814;0;0;0;4;2;2;2;0;0;0;0;2;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;4;0;0;2;0;0;2;0;0;0;2;0;0;0;0;0;4;0;2;0;2;2;1;0
A474;1981;0.39902317195329;0.83101922593154;0.83202368961745;0.197076656793423;5;8;6;8;4;0;4;0.160827933038001;13;13;ground;mixed;shrub;short;lateapr;small;5,00;56.0466666666667;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;2;0;0;2;2;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;4;0;2;0;4;0;0;0
